solver,metric,rho,support_type,gap,value
TREX-DA+AR1: TOMP,sd_TPP,0.100000,CappedSpread,100,0.014035
TREX-DA+AR1: TOMP,mean_FDP,0.100000,CappedSpread,100,0.092041
TREX-DA+AR1: TOMP,sd_FDP,0.100000,CappedSpread,100,0.057273
TREX-DA+AR1: TOMP,mean_TPP,0.100000,CappedSpread,50,0.999500
TREX-DA+AR1: TOMP,sd_TPP,0.100000,CappedSpread,50,0.007071
TREX-DA+AR1: TOMP,mean_FDP,0.100000,CappedSpread,50,0.089439
TREX-DA+AR1: TOMP,sd_FDP,0.100000,CappedSpread,50,0.059813
TREX-DA+AR1: TOMP,mean_TPP,0.100000,CappedSpread,20,0.999000
TREX-DA+AR1: TOMP,sd_TPP,0.100000,CappedSpread,20,0.009975
TREX-DA+AR1: TOMP,mean_FDP,0.100000,CappedSpread,20,0.091858
TREX-DA+AR1: TOMP,sd_FDP,0.100000,CappedSpread,20,0.062147
TREX-DA+AR1: TOMP,mean_TPP,0.100000,CappedSpread,15,0.999000
TREX-DA+AR1: TOMP,sd_TPP,0.100000,CappedSpread,15,0.009975
TREX-DA+AR1: TOMP,mean_FDP,0.100000,CappedSpread,15,0.094978
TREX-DA+AR1: TOMP,sd_FDP,0.100000,CappedSpread,15,0.068523
TREX-DA+AR1: TOMP,mean_TPP,0.100000,CappedSpread,10,0.998000
TREX-DA+AR1: TOMP,sd_TPP,0.100000,CappedSpread,10,0.014035
TREX-DA+AR1: TOMP,mean_FDP,0.100000,CappedSpread,10,0.091902
TREX-DA+AR1: TOMP,sd_FDP,0.100000,CappedSpread,10,0.061816
TREX-DA+AR1: TOMP,mean_TPP,0.100000,CappedSpread,5,0.999000
TREX-DA+AR1: TOMP,sd_TPP,0.100000,CappedSpread,5,0.009975
TREX-DA+AR1: TOMP,mean_FDP,0.100000,CappedSpread,5,0.088127
TREX-DA+AR1: TOMP,sd_FDP,0.100000,CappedSpread,5,0.063910
TREX-DA+AR1: TOMP,mean_TPP,0.100000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.100000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.100000,CappedSpread,1,0.060000
TREX-DA+AR1: TOMP,sd_FDP,0.100000,CappedSpread,1,0.238083
TREX-DA+AR1: TOMP,mean_TPP,0.100000,Random,,0.980000
TREX-DA+AR1: TOMP,sd_TPP,0.100000,Random,,0.067250
TREX-DA+AR1: TOMP,mean_FDP,0.100000,Random,,0.082342
TREX-DA+AR1: TOMP,sd_FDP,0.100000,Random,,0.066038
TREX-DA+AR1: TOMP,mean_TPP,0.200000,CappedSpread,100,0.999000
TREX-DA+AR1: TOMP,sd_TPP,0.200000,CappedSpread,100,0.009975
TREX-DA+AR1: TOMP,mean_FDP,0.200000,CappedSpread,100,0.088290
TREX-DA+AR1: TOMP,sd_FDP,0.200000,CappedSpread,100,0.062515
TREX-DA+AR1: TOMP,mean_TPP,0.200000,CappedSpread,50,0.997000
TREX-DA+AR1: TOMP,sd_TPP,0.200000,CappedSpread,50,0.017102
TREX-DA+AR1: TOMP,mean_FDP,0.200000,CappedSpread,50,0.093400
TREX-DA+AR1: TOMP,sd_FDP,0.200000,CappedSpread,50,0.061980
TREX-DA+AR1: TOMP,mean_TPP,0.200000,CappedSpread,20,0.997500
TREX-DA+AR1: TOMP,sd_TPP,0.200000,CappedSpread,20,0.015652
TREX-DA+AR1: TOMP,mean_FDP,0.200000,CappedSpread,20,0.092151
TREX-DA+AR1: TOMP,sd_FDP,0.200000,CappedSpread,20,0.063661
TREX-DA+AR1: TOMP,mean_TPP,0.200000,CappedSpread,15,0.999500
TREX-DA+AR1: TOMP,sd_TPP,0.200000,CappedSpread,15,0.007071
TREX-DA+AR1: TOMP,mean_FDP,0.200000,CappedSpread,15,0.087664
TREX-DA+AR1: TOMP,sd_FDP,0.200000,CappedSpread,15,0.062337
TREX-DA+AR1: TOMP,mean_TPP,0.200000,CappedSpread,10,0.997000
TREX-DA+AR1: TOMP,sd_TPP,0.200000,CappedSpread,10,0.017102
TREX-DA+AR1: TOMP,mean_FDP,0.200000,CappedSpread,10,0.086827
TREX-DA+AR1: TOMP,sd_FDP,0.200000,CappedSpread,10,0.062882
TREX-DA+AR1: TOMP,mean_TPP,0.200000,CappedSpread,5,0.997500
TREX-DA+AR1: TOMP,sd_TPP,0.200000,CappedSpread,5,0.021118
TREX-DA+AR1: TOMP,mean_FDP,0.200000,CappedSpread,5,0.092776
TREX-DA+AR1: TOMP,sd_FDP,0.200000,CappedSpread,5,0.067609
TREX-DA+AR1: TOMP,mean_TPP,0.200000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.200000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.200000,CappedSpread,1,0.050000
TREX-DA+AR1: TOMP,sd_FDP,0.200000,CappedSpread,1,0.218492
TREX-DA+AR1: TOMP,mean_TPP,0.200000,Random,,0.971500
TREX-DA+AR1: TOMP,sd_TPP,0.200000,Random,,0.081059
TREX-DA+AR1: TOMP,mean_FDP,0.200000,Random,,0.076463
TREX-DA+AR1: TOMP,sd_FDP,0.200000,Random,,0.067593
TREX-DA+AR1: TOMP,mean_TPP,0.300000,CappedSpread,100,0.997500
TREX-DA+AR1: TOMP,sd_TPP,0.300000,CappedSpread,100,0.015652
TREX-DA+AR1: TOMP,mean_FDP,0.300000,CappedSpread,100,0.088429
TREX-DA+AR1: TOMP,sd_FDP,0.300000,CappedSpread,100,0.059431
TREX-DA+AR1: TOMP,mean_TPP,0.300000,CappedSpread,50,0.998500
TREX-DA+AR1: TOMP,sd_TPP,0.300000,CappedSpread,50,0.012186
TREX-DA+AR1: TOMP,mean_FDP,0.300000,CappedSpread,50,0.087870
TREX-DA+AR1: TOMP,sd_FDP,0.300000,CappedSpread,50,0.060869
TREX-DA+AR1: TOMP,mean_TPP,0.300000,CappedSpread,20,0.998500
TREX-DA+AR1: TOMP,sd_TPP,0.300000,CappedSpread,20,0.012186
TREX-DA+AR1: TOMP,mean_FDP,0.300000,CappedSpread,20,0.086573
TREX-DA+AR1: TOMP,sd_FDP,0.300000,CappedSpread,20,0.063056
TREX-DA+AR1: TOMP,mean_TPP,0.300000,CappedSpread,15,0.999500
TREX-DA+AR1: TOMP,sd_TPP,0.300000,CappedSpread,15,0.007071
TREX-DA+AR1: TOMP,mean_FDP,0.300000,CappedSpread,15,0.090677
TREX-DA+AR1: TOMP,sd_FDP,0.300000,CappedSpread,15,0.066979
TREX-DA+AR1: TOMP,mean_TPP,0.300000,CappedSpread,10,0.996000
TREX-DA+AR1: TOMP,sd_TPP,0.300000,CappedSpread,10,0.019645
TREX-DA+AR1: TOMP,mean_FDP,0.300000,CappedSpread,10,0.084335
TREX-DA+AR1: TOMP,sd_FDP,0.300000,CappedSpread,10,0.061496
TREX-DA+AR1: TOMP,mean_TPP,0.300000,CappedSpread,5,1.000000
TREX-DA+AR1: TOMP,sd_TPP,0.300000,CappedSpread,5,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.300000,CappedSpread,5,0.088159
TREX-DA+AR1: TOMP,sd_FDP,0.300000,CappedSpread,5,0.064760
TREX-DA+AR1: TOMP,mean_TPP,0.300000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.300000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.300000,CappedSpread,1,0.045000
TREX-DA+AR1: TOMP,sd_FDP,0.300000,CappedSpread,1,0.207824
TREX-DA+AR1: TOMP,mean_TPP,0.300000,Random,,0.967500
TREX-DA+AR1: TOMP,sd_TPP,0.300000,Random,,0.091847
TREX-DA+AR1: TOMP,mean_FDP,0.300000,Random,,0.073081
TREX-DA+AR1: TOMP,sd_FDP,0.300000,Random,,0.069502
TREX-DA+AR1: TOMP,mean_TPP,0.400000,CappedSpread,100,0.998000
TREX-DA+AR1: TOMP,sd_TPP,0.400000,CappedSpread,100,0.014035
TREX-DA+AR1: TOMP,mean_FDP,0.400000,CappedSpread,100,0.088749
TREX-DA+AR1: TOMP,sd_FDP,0.400000,CappedSpread,100,0.057591
TREX-DA+AR1: TOMP,mean_TPP,0.400000,CappedSpread,50,0.998500
TREX-DA+AR1: TOMP,sd_TPP,0.400000,CappedSpread,50,0.012186
TREX-DA+AR1: TOMP,mean_FDP,0.400000,CappedSpread,50,0.083744
TREX-DA+AR1: TOMP,sd_FDP,0.400000,CappedSpread,50,0.060609
TREX-DA+AR1: TOMP,mean_TPP,0.400000,CappedSpread,20,0.999500
TREX-DA+AR1: TOMP,sd_TPP,0.400000,CappedSpread,20,0.007071
TREX-DA+AR1: TOMP,mean_FDP,0.400000,CappedSpread,20,0.084895
TREX-DA+AR1: TOMP,sd_FDP,0.400000,CappedSpread,20,0.062084
TREX-DA+AR1: TOMP,mean_TPP,0.400000,CappedSpread,15,0.999000
TREX-DA+AR1: TOMP,sd_TPP,0.400000,CappedSpread,15,0.009975
TREX-DA+AR1: TOMP,mean_FDP,0.400000,CappedSpread,15,0.088541
TREX-DA+AR1: TOMP,sd_FDP,0.400000,CappedSpread,15,0.065677
TREX-DA+AR1: TOMP,mean_TPP,0.400000,CappedSpread,10,0.997500
TREX-DA+AR1: TOMP,sd_TPP,0.400000,CappedSpread,10,0.015652
TREX-DA+AR1: TOMP,mean_FDP,0.400000,CappedSpread,10,0.088105
TREX-DA+AR1: TOMP,sd_FDP,0.400000,CappedSpread,10,0.062222
TREX-DA+AR1: TOMP,mean_TPP,0.400000,CappedSpread,5,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.400000,CappedSpread,5,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.400000,CappedSpread,5,0.070000
TREX-DA+AR1: TOMP,sd_FDP,0.400000,CappedSpread,5,0.255787
TREX-DA+AR1: TOMP,mean_TPP,0.400000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.400000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.400000,CappedSpread,1,0.060000
TREX-DA+AR1: TOMP,sd_FDP,0.400000,CappedSpread,1,0.238083
TREX-DA+AR1: TOMP,mean_TPP,0.400000,Random,,0.949000
TREX-DA+AR1: TOMP,sd_TPP,0.400000,Random,,0.112527
TREX-DA+AR1: TOMP,mean_FDP,0.400000,Random,,0.076887
TREX-DA+AR1: TOMP,sd_FDP,0.400000,Random,,0.071655
TREX-DA+AR1: TOMP,mean_TPP,0.500000,CappedSpread,100,0.997000
TREX-DA+AR1: TOMP,sd_TPP,0.500000,CappedSpread,100,0.017102
TREX-DA+AR1: TOMP,mean_FDP,0.500000,CappedSpread,100,0.084155
TREX-DA+AR1: TOMP,sd_FDP,0.500000,CappedSpread,100,0.061424
TREX-DA+AR1: TOMP,mean_TPP,0.500000,CappedSpread,50,0.997500
TREX-DA+AR1: TOMP,sd_TPP,0.500000,CappedSpread,50,0.015652
TREX-DA+AR1: TOMP,mean_FDP,0.500000,CappedSpread,50,0.079462
TREX-DA+AR1: TOMP,sd_FDP,0.500000,CappedSpread,50,0.056238
TREX-DA+AR1: TOMP,mean_TPP,0.500000,CappedSpread,20,0.996000
TREX-DA+AR1: TOMP,sd_TPP,0.500000,CappedSpread,20,0.022055
TREX-DA+AR1: TOMP,mean_FDP,0.500000,CappedSpread,20,0.076782
TREX-DA+AR1: TOMP,sd_FDP,0.500000,CappedSpread,20,0.058588
TREX-DA+AR1: TOMP,mean_TPP,0.500000,CappedSpread,15,0.997500
TREX-DA+AR1: TOMP,sd_TPP,0.500000,CappedSpread,15,0.015652
TREX-DA+AR1: TOMP,mean_FDP,0.500000,CappedSpread,15,0.081535
TREX-DA+AR1: TOMP,sd_FDP,0.500000,CappedSpread,15,0.060659
TREX-DA+AR1: TOMP,mean_TPP,0.500000,CappedSpread,10,0.999000
TREX-DA+AR1: TOMP,sd_TPP,0.500000,CappedSpread,10,0.009975
TREX-DA+AR1: TOMP,mean_FDP,0.500000,CappedSpread,10,0.078052
TREX-DA+AR1: TOMP,sd_FDP,0.500000,CappedSpread,10,0.058178
TREX-DA+AR1: TOMP,mean_TPP,0.500000,CappedSpread,5,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.500000,CappedSpread,5,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.500000,CappedSpread,5,0.085000
TREX-DA+AR1: TOMP,sd_FDP,0.500000,CappedSpread,5,0.279582
TREX-DA+AR1: TOMP,mean_TPP,0.500000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.500000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.500000,CappedSpread,1,0.030000
TREX-DA+AR1: TOMP,sd_FDP,0.500000,CappedSpread,1,0.171015
TREX-DA+AR1: TOMP,mean_TPP,0.500000,Random,,0.950500
TREX-DA+AR1: TOMP,sd_TPP,0.500000,Random,,0.114303
TREX-DA+AR1: TOMP,mean_FDP,0.500000,Random,,0.063853
TREX-DA+AR1: TOMP,sd_FDP,0.500000,Random,,0.067498
TREX-DA+AR1: TOMP,mean_TPP,0.600000,CappedSpread,100,0.991000
TREX-DA+AR1: TOMP,sd_TPP,0.600000,CappedSpread,100,0.028690
TREX-DA+AR1: TOMP,mean_FDP,0.600000,CappedSpread,100,0.074733
TREX-DA+AR1: TOMP,sd_FDP,0.600000,CappedSpread,100,0.061040
TREX-DA+AR1: TOMP,mean_TPP,0.600000,CappedSpread,50,0.991500
TREX-DA+AR1: TOMP,sd_TPP,0.600000,CappedSpread,50,0.031347
TREX-DA+AR1: TOMP,mean_FDP,0.600000,CappedSpread,50,0.076600
TREX-DA+AR1: TOMP,sd_FDP,0.600000,CappedSpread,50,0.057634
TREX-DA+AR1: TOMP,mean_TPP,0.600000,CappedSpread,20,0.988500
TREX-DA+AR1: TOMP,sd_TPP,0.600000,CappedSpread,20,0.034984
TREX-DA+AR1: TOMP,mean_FDP,0.600000,CappedSpread,20,0.069742
TREX-DA+AR1: TOMP,sd_FDP,0.600000,CappedSpread,20,0.061204
TREX-DA+AR1: TOMP,mean_TPP,0.600000,CappedSpread,15,0.990000
TREX-DA+AR1: TOMP,sd_TPP,0.600000,CappedSpread,15,0.033249
TREX-DA+AR1: TOMP,mean_FDP,0.600000,CappedSpread,15,0.071984
TREX-DA+AR1: TOMP,sd_FDP,0.600000,CappedSpread,15,0.062740
TREX-DA+AR1: TOMP,mean_TPP,0.600000,CappedSpread,10,0.993500
TREX-DA+AR1: TOMP,sd_TPP,0.600000,CappedSpread,10,0.028492
TREX-DA+AR1: TOMP,mean_FDP,0.600000,CappedSpread,10,0.070874
TREX-DA+AR1: TOMP,sd_FDP,0.600000,CappedSpread,10,0.057287
TREX-DA+AR1: TOMP,mean_TPP,0.600000,CappedSpread,5,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.600000,CappedSpread,5,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.600000,CappedSpread,5,0.085000
TREX-DA+AR1: TOMP,sd_FDP,0.600000,CappedSpread,5,0.279582
TREX-DA+AR1: TOMP,mean_TPP,0.600000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.600000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.600000,CappedSpread,1,0.020000
TREX-DA+AR1: TOMP,sd_FDP,0.600000,CappedSpread,1,0.140351
TREX-DA+AR1: TOMP,mean_TPP,0.600000,Random,,0.919000
TREX-DA+AR1: TOMP,sd_TPP,0.600000,Random,,0.138691
TREX-DA+AR1: TOMP,mean_FDP,0.600000,Random,,0.056248
TREX-DA+AR1: TOMP,sd_FDP,0.600000,Random,,0.062412
TREX-DA+AR1: TOMP,mean_TPP,0.700000,CappedSpread,100,0.971500
TREX-DA+AR1: TOMP,sd_TPP,0.700000,CappedSpread,100,0.051488
TREX-DA+AR1: TOMP,mean_FDP,0.700000,CappedSpread,100,0.065197
TREX-DA+AR1: TOMP,sd_FDP,0.700000,CappedSpread,100,0.063571
TREX-DA+AR1: TOMP,mean_TPP,0.700000,CappedSpread,50,0.974000
TREX-DA+AR1: TOMP,sd_TPP,0.700000,CappedSpread,50,0.055129
TREX-DA+AR1: TOMP,mean_FDP,0.700000,CappedSpread,50,0.064356
TREX-DA+AR1: TOMP,sd_FDP,0.700000,CappedSpread,50,0.062258
TREX-DA+AR1: TOMP,mean_TPP,0.700000,CappedSpread,20,0.967000
TREX-DA+AR1: TOMP,sd_TPP,0.700000,CappedSpread,20,0.056808
TREX-DA+AR1: TOMP,mean_FDP,0.700000,CappedSpread,20,0.066104
TREX-DA+AR1: TOMP,sd_FDP,0.700000,CappedSpread,20,0.063363
TREX-DA+AR1: TOMP,mean_TPP,0.700000,CappedSpread,15,0.961500
TREX-DA+AR1: TOMP,sd_TPP,0.700000,CappedSpread,15,0.069222
TREX-DA+AR1: TOMP,mean_FDP,0.700000,CappedSpread,15,0.068757
TREX-DA+AR1: TOMP,sd_FDP,0.700000,CappedSpread,15,0.062191
TREX-DA+AR1: TOMP,mean_TPP,0.700000,CappedSpread,10,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.700000,CappedSpread,10,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.700000,CappedSpread,10,0.070000
TREX-DA+AR1: TOMP,sd_FDP,0.700000,CappedSpread,10,0.255787
TREX-DA+AR1: TOMP,mean_TPP,0.700000,CappedSpread,5,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.700000,CappedSpread,5,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.700000,CappedSpread,5,0.055000
TREX-DA+AR1: TOMP,sd_FDP,0.700000,CappedSpread,5,0.228552
TREX-DA+AR1: TOMP,mean_TPP,0.700000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.700000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.700000,CappedSpread,1,0.020000
TREX-DA+AR1: TOMP,sd_FDP,0.700000,CappedSpread,1,0.140351
TREX-DA+AR1: TOMP,mean_TPP,0.700000,Random,,0.824500
TREX-DA+AR1: TOMP,sd_TPP,0.700000,Random,,0.171161
TREX-DA+AR1: TOMP,mean_FDP,0.700000,Random,,0.052657
TREX-DA+AR1: TOMP,sd_FDP,0.700000,Random,,0.069029
TREX-DA+AR1: TOMP,mean_TPP,0.800000,CappedSpread,100,0.915000
TREX-DA+AR1: TOMP,sd_TPP,0.800000,CappedSpread,100,0.084918
TREX-DA+AR1: TOMP,mean_FDP,0.800000,CappedSpread,100,0.081172
TREX-DA+AR1: TOMP,sd_FDP,0.800000,CappedSpread,100,0.079228
TREX-DA+AR1: TOMP,mean_TPP,0.800000,CappedSpread,50,0.898000
TREX-DA+AR1: TOMP,sd_TPP,0.800000,CappedSpread,50,0.103195
TREX-DA+AR1: TOMP,mean_FDP,0.800000,CappedSpread,50,0.076772
TREX-DA+AR1: TOMP,sd_FDP,0.800000,CappedSpread,50,0.075271
TREX-DA+AR1: TOMP,mean_TPP,0.800000,CappedSpread,20,0.887000
TREX-DA+AR1: TOMP,sd_TPP,0.800000,CappedSpread,20,0.120431
TREX-DA+AR1: TOMP,mean_FDP,0.800000,CappedSpread,20,0.067711
TREX-DA+AR1: TOMP,sd_FDP,0.800000,CappedSpread,20,0.072536
TREX-DA+AR1: TOMP,mean_TPP,0.800000,CappedSpread,15,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.800000,CappedSpread,15,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.800000,CappedSpread,15,0.045000
TREX-DA+AR1: TOMP,sd_FDP,0.800000,CappedSpread,15,0.207824
TREX-DA+AR1: TOMP,mean_TPP,0.800000,CappedSpread,10,0.000500
TREX-DA+AR1: TOMP,sd_TPP,0.800000,CappedSpread,10,0.007071
TREX-DA+AR1: TOMP,mean_FDP,0.800000,CappedSpread,10,0.045000
TREX-DA+AR1: TOMP,sd_FDP,0.800000,CappedSpread,10,0.207824
TREX-DA+AR1: TOMP,mean_TPP,0.800000,CappedSpread,5,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.800000,CappedSpread,5,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.800000,CappedSpread,5,0.015000
TREX-DA+AR1: TOMP,sd_FDP,0.800000,CappedSpread,5,0.121857
TREX-DA+AR1: TOMP,mean_TPP,0.800000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.800000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.800000,CappedSpread,1,0.020000
TREX-DA+AR1: TOMP,sd_FDP,0.800000,CappedSpread,1,0.140351
TREX-DA+AR1: TOMP,mean_TPP,0.800000,Random,,0.649500
TREX-DA+AR1: TOMP,sd_TPP,0.800000,Random,,0.192836
TREX-DA+AR1: TOMP,mean_FDP,0.800000,Random,,0.053120
TREX-DA+AR1: TOMP,sd_FDP,0.800000,Random,,0.084880
TREX-DA+AR1: TOMP,mean_TPP,0.900000,CappedSpread,100,0.694500
TREX-DA+AR1: TOMP,sd_TPP,0.900000,CappedSpread,100,0.149773
TREX-DA+AR1: TOMP,mean_FDP,0.900000,CappedSpread,100,0.126005
TREX-DA+AR1: TOMP,sd_FDP,0.900000,CappedSpread,100,0.112288
TREX-DA+AR1: TOMP,mean_TPP,0.900000,CappedSpread,50,0.672500
TREX-DA+AR1: TOMP,sd_TPP,0.900000,CappedSpread,50,0.170113
TREX-DA+AR1: TOMP,mean_FDP,0.900000,CappedSpread,50,0.156818
TREX-DA+AR1: TOMP,sd_FDP,0.900000,CappedSpread,50,0.126976
TREX-DA+AR1: TOMP,mean_TPP,0.900000,CappedSpread,20,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.900000,CappedSpread,20,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.900000,CappedSpread,20,0.020000
TREX-DA+AR1: TOMP,sd_FDP,0.900000,CappedSpread,20,0.140351
TREX-DA+AR1: TOMP,mean_TPP,0.900000,CappedSpread,15,0.001000
TREX-DA+AR1: TOMP,sd_TPP,0.900000,CappedSpread,15,0.009975
TREX-DA+AR1: TOMP,mean_FDP,0.900000,CappedSpread,15,0.015000
TREX-DA+AR1: TOMP,sd_FDP,0.900000,CappedSpread,15,0.121857
TREX-DA+AR1: TOMP,mean_TPP,0.900000,CappedSpread,10,0.001000
TREX-DA+AR1: TOMP,sd_TPP,0.900000,CappedSpread,10,0.009975
TREX-DA+AR1: TOMP,mean_FDP,0.900000,CappedSpread,10,0.015000
TREX-DA+AR1: TOMP,sd_FDP,0.900000,CappedSpread,10,0.121857
TREX-DA+AR1: TOMP,mean_TPP,0.900000,CappedSpread,5,0.000000
TREX-DA+AR1: TOMP,sd_TPP,0.900000,CappedSpread,5,0.000000
TREX-DA+AR1: TOMP,mean_FDP,0.900000,CappedSpread,5,0.010000
TREX-DA+AR1: TOMP,sd_FDP,0.900000,CappedSpread,5,0.099748
TREX-DA+AR1: TOMP,mean_TPP,0.900000,CappedSpread,1,0.000500
TREX-DA+AR1: TOMP,sd_TPP,0.900000,CappedSpread,1,0.007071
TREX-DA+AR1: TOMP,mean_FDP,0.900000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,sd_FDP,0.900000,CappedSpread,1,0.000000
TREX-DA+AR1: TOMP,mean_TPP,0.900000,Random,,0.322000
TREX-DA+AR1: TOMP,sd_TPP,0.900000,Random,,0.173975
TREX-DA+AR1: TOMP,mean_FDP,0.900000,Random,,0.165056
TREX-DA+AR1: TOMP,sd_FDP,0.900000,Random,,0.221013
