solver,metric,tFDR,value
TREX-DA: TOMP,FDR,0.200000,0.045083
TREX-DA: TOMP,sd_FDR,0.200000,0.097180
TREX-DA: TOMP,TPR,0.200000,0.951000
TREX-DA: TOMP,sd_TPR,0.200000,0.107034
TREX-DA: TOMP,Avg_L,0.200000,1.885000
TREX-DA: TOMP,Avg_T,0.200000,7.885000
TREX-DA: TOMP,FDR,0.250000,0.056333
TREX-DA: TOMP,sd_FDR,0.250000,0.110851
TREX-DA: TOMP,TPR,0.250000,0.949000
TREX-DA: TOMP,sd_TPR,0.250000,0.113417
TREX-DA: TOMP,Avg_L,0.250000,1.440000
TREX-DA: TOMP,Avg_T,0.250000,7.530000
TREX-DA: TOMP,FDR,0.300000,0.101321
TREX-DA: TOMP,sd_FDR,0.300000,0.128517
TREX-DA: TOMP,TPR,0.300000,0.926000
TREX-DA: TOMP,sd_TPR,0.300000,0.139360
TREX-DA: TOMP,Avg_L,0.300000,1.045000
TREX-DA: TOMP,Avg_T,0.300000,7.545000
TREX-DA: TOMP,FDR,0.350000,0.117060
TREX-DA: TOMP,sd_FDR,0.350000,0.138173
TREX-DA: TOMP,TPR,0.350000,0.935000
TREX-DA: TOMP,sd_TPR,0.350000,0.132903
TREX-DA: TOMP,Avg_L,0.350000,1.010000
TREX-DA: TOMP,Avg_T,0.350000,7.645000
TREX-DA: TOMP,FDR,0.400000,0.108565
TREX-DA: TOMP,sd_FDR,0.400000,0.124075
TREX-DA: TOMP,TPR,0.400000,0.955000
TREX-DA: TOMP,sd_TPR,0.400000,0.094974
TREX-DA: TOMP,Avg_L,0.400000,1.005000
TREX-DA: TOMP,Avg_T,0.400000,7.820000
TREX-DA: TOMP,FDR,0.450000,0.125286
TREX-DA: TOMP,sd_FDR,0.450000,0.127939
TREX-DA: TOMP,TPR,0.450000,0.961000
TREX-DA: TOMP,sd_TPR,0.450000,0.097604
TREX-DA: TOMP,Avg_L,0.450000,1.000000
TREX-DA: TOMP,Avg_T,0.450000,7.755000
TREX-DA: TOMP,FDR,0.500000,0.136405
TREX-DA: TOMP,sd_FDR,0.500000,0.125078
TREX-DA: TOMP,TPR,0.500000,0.968000
TREX-DA: TOMP,sd_TPR,0.500000,0.106926
TREX-DA: TOMP,Avg_L,0.500000,1.005000
TREX-DA: TOMP,Avg_T,0.500000,7.995000
